merchant_id,onboarding_month,month,merchant_industry,merchant_governorate,subscription_plan,acquisition_channel,customer_acquisition_cost,mrr,new_mrr,expansion_mrr,churned_mrr,active_status,total_payment_volume,transaction_count
MX-0363,2024-02-01,2024-03-01,Retail,Zarqa,Pro,Bank Partner,22.38,62.0,0.0,0.0,0.0,True,4167.84,925.0
MX-0067,2024-02-01,2024-07-01,F&B,amman,Basic,Sales Agent,52.08,31.84,0.0,0.0,0.0,True,1746.65,868.0
MX-0456,2024-02-01,2024-11-01,Retail,Amman,Enterprise,Online,25.57,663.2,0.0,0.0,0.0,True,8161.37,715.0
MX-0402,2024-02-01,2024-10-01,Pharmacy,Amman,Basic,Bank Partner,16.79,0.0,0.0,0.0,21.32,False,0.0,0.0
MX-0264,2024-02-01,2024-08-01,Retail,Aqaba,Basic,Sales Agent,66.6,33.38,0.0,0.0,0.0,True,7662.12,517.0
MX-0109,2024-02-01,2024-12-01,F&B,Zarqa,Pro,Bank Partner,21.92,91.67,0.0,0.0,0.0,True,8844.68,898.0
MX-0127,2024-02-01,2024-05-01,Hospitality,Zarqa,Basic,Bank Partner,30.87,20.13,0.0,0.0,0.0,True,3257.73,332.0
MX-0024,2024-02-01,2024-06-01,F&B,Jerash,Enterprise,Bank Partner,16.31,,0.0,70.8,0.0,True,2747.86,959.0
MX-0470,2024-02-01,2024-12-01,Pharmacy,Zarqa,Pro,Bank Partner,28.58,111.9,0.0,0.0,0.0,True,417.89,52.0
MX-0289,2024-02-01,2024-03-01,F&B,Zarqa,Basic,Bank Partner,27.05,16.97,0.0,0.0,0.0,True,11439.8,867.0
MX-0493,2024-02-01,2024-02-01,F&B,Amman,Basic,Sales Agent,85.71,26.12,26.12,0.0,0.0,True,10118.59,742.0
MX-0181,2024-02-01,2024-04-01,F&B,Zaqra,Enterprise,Bank Partner,-20,551.41,0.0,0.0,0.0,True,10685.49,749.0
MX-0482,2024-02-01,2024-06-01,Retail,Aqaba,Basic,Online,55.08,,0.0,0.0,0.0,True,6558.58,982.0
MX-0192,2024-02-01,2024-05-01,Hospitality,Zaqra,Pro,Sales Agent,94.43,155.09,0.0,75.04,0.0,True,4802.51,336.0
MX-0218,2024-02-01,2024-07-01,Retail, Amman ,Pro,Sales Agent,56.89,80.95,0.0,0.0,0.0,True,7142.98,488.0
MX-0028,2024-02-01,2024-11-01,Retail,Amman,Pro,Bank Partner,39.53,103.5,0.0,0.0,0.0,True,2821.48,700.0
MX-0205,2024-02-01,2024-11-01,Retail,Amman,Basic,Bank Partner,50JOD,61.65,0.0,0.0,0.0,True,760483.0,
MX-0062,2024-02-01,2024-07-01,F&B,Amman,Enterprise,Bank Partner,27.81,371.76,0.0,0.0,0.0,True,2326.46,806.0
MX-0184,2024-02-01,2024-10-01,Hospitality,Irbid,Enterprise,Online,50JOD,564.73,0.0,0.0,0.0,True,686.51,54.0
MX-0410,2024-02-01,2025-01-01,F&B,Amman,Pro,Bank Partner,26.35,104.94,0.0,0.0,0.0,True,10245.35,1029.0
MX-0397,2024-02-01,2024-02-01,Hospitality,Amman,Basic,Sales Agent,49.27,39.5,39.5,0.0,0.0,True,2735.34,276.0
MX-0080,2024-02-01,2024-08-01,F&B,Amman,Enterprise,Sales Agent,86.32,557.46,0.0,0.0,0.0,True,9293.94,850.0
MX-0451,2024-02-01,2024/03/01,Hospitality,Irbid,Basic,Bank Partner,21.76,38.94,0.0,0.0,0.0,True,1299.67,155.0
MX-0335,2024-02-01,2024-02-01,F&B,Zarqa,Enterprise,Online,24.58,416.49,416.49,0.0,0.0,True,5237.0,739.0
MX-0465,2024-02-01,2024-09-01,Pharmacy,Amman,Enterprise,Sales Agent,77.24,511.19,0.0,0.0,0.0,True,1213.06,139.0
MX-0461,2024-02-01,2024-05-01,F&B,Amman,Basic,Bank Partner,39.85,0.0,0.0,0.0,28.71,False,0.0,0.0
MX-0461,2024-02-01,2024-02-01,F&B,Amman,Basic,Bank Partner,39.85,28.71,28.71,0.0,0.0,True,2922.05,923.0
MX-0250,2024-02-01,2024-04-01,Hospitality,Irbid,Pro,Bank Partner,17.87,73.04,0.0,0.0,0.0,True,2558.54,261.0
MX-0121,2024-02-01,2024-11-01,Hospitality,Amman,Pro,Sales Agent,88.22,146.07,0.0,0.0,0.0,True,3262.61,239.0
MX-0026,2024-02-01,2024-03-01,Hospitality,Zarqa,Basic,Bank Partner,21.5,0.0,0.0,0.0,34.45,False,0.0,0.0
MX-0189,2024-02-01,2024/03/01,Retail,Aqaba,Basic,Sales Agent,50JOD,26.7,0.0,0.0,0.0,True,9015.65,803.0
MX-0066,2024-02-01,2024-02-01,Retail,Zarqa,Pro,Bank Partner,34.66,83.87,83.87,0.0,0.0,True,4055.88,676.0
MX-0039,2024-02-01,2024-11-01,Retail,Amman,Basic,Bank Partner,20.63,0.0,0.0,0.0,35.66,False,0.0,0.0
MX-0069,2024-02-01,2025-01-01,F&B,Mafraq,Basic,Sales Agent,49.88,72.14,0.0,37.72,0.0,True,6451.59,697.0
MX-0029,2024-02-01,2024-06-01,Retail,Amman,Basic,Online,30.26,0.0,0.0,0.0,15.48,False,0.0,0.0
MX-0164,2024-02-01,2024-07-01,Retail,Amman,Pro,Sales Agent,9049.0,106.08,0.0,0.0,0.0,True,7810.21,788.0
MX-0109,2024-02-01,2024-03-01,F&B,Zarqa,Pro,Bank Partner,21.92,91.67,0.0,0.0,0.0,True,15617.24,1044.0
MX-0411,2024-02-01,2024-06-01,F&B,Zarqa,Basic,Bank Partner,32.21,25.68,0.0,0.0,0.0,True,10948.17,895.0
MX-0180,2024-02-01,2024-07-01,F&B,Jerash,Basic,Sales Agent,70.76,28.91,0.0,0.0,0.0,True,6073.28,741.0
MX-0016,2024-02-01,2024-02-01,F&B,Amman,Enterprise,Bank Partner,25.28,481.48,481.48,0.0,0.0,True,7697.29,1001.0
MX-0294,2024-02-01,2024-09-01,F&B,Irbid,Pro,Sales Agent,70.99,,0.0,0.0,0.0,True,3027.52,844.0
MX-0128,2024-02-01,2024-08-01,Hospitality,Aqaba,Basic,Sales Agent,49.96,81.64,0.0,0.0,0.0,True,2154.43,216.0
MX-0346,2024-02-01,2024-02-01,Retail,amman,Basic,Bank Partner,-20,36.47,36.47,0.0,0.0,True,4689.85,711.0
MX-0029,2024-02-01,2024-03-01,Retail,Amman,Basic,Online,30.26,15.48,0.0,0.0,0.0,True,7191.66,802.0
MX-0240,2024-02-01,2024-02-01,F&B,Amman,Basic,Bank Partner,20.99,32.9,32.9,9.17,0.0,True,10412.05,823.0
MX-0176,2024-02-01,2024-06-01,F&B,Ma'an,Basic,Bank Partner,35.93,0.0,0.0,0.0,25.46,False,0.0,0.0
MX-0056,2024-02-01,2025-01-01,Pharmacy,Amman,Basic,Bank Partner,31.73,0.0,0.0,0.0,113.74,False,0.0,0.0
MX-0267,2024-02-01,2024-05-01,Retail,Aqaba,Basic,Sales Agent,75.5,32.39,0.0,0.0,0.0,True,3520.97,588.0
MX-0282,2024-02-01,2024-02-01,F&B,Zarqa,Pro,Online,34.47,103.56,103.56,0.0,0.0,True,4252.71,733.0
MX-0201,2024-02-01,2024-05-01,Retail,Zarqa,Pro,Online,59.07,131.74,0.0,49.49,0.0,True,4413.29,545.0
MX-0245,2024-02-01,2024-08-01,F&B,Amman,Pro,Bank Partner,36.39,51.42,0.0,0.0,0.0,True,5073.66,1120.0
MX-0230,2024-02-01,2024-08-01,Retail,Amman,Basic,Sales Agent,58.0,27.87,0.0,0.0,0.0,True,7967.74,736.0
MX-0171,2024-02-01,2024-09-01,Retail,Amman,Pro,Bank Partner,32.16,99.71,0.0,0.0,0.0,True,6734.66,652.0
MX-0177,2024-02-01,2024-06-01,Retail,Amman,Pro,Bank Partner,21.98,51.05,0.0,0.0,0.0,True,11273.7,884.0
MX-0417,2024-02-01,2024-04-01,F&B,Amman,Basic,Online,35.37,30.69,0.0,0.0,0.0,True,2539.13,1069.0
MX-0044,2024-02-01,2024-09-01,Pharmacy,Irbid,Pro,Bank Partner,17.87,99.17,0.0,0.0,0.0,True,4980.89,391.0
MX-0019,2024-02-01,2024-05-01,Retail,Ma'an,Enterprise,Bank Partner,15.55,,0.0,0.0,0.0,True,1988.92,589.0
MX-0134,2024-02-01,2024-06-01,F&B,Zarqa,Basic,Sales Agent,71.64,19.79,0.0,0.0,0.0,True,8193.28,902.0
MX-0254,2024-02-01,2024-02-01,F&B,Amman,Basic,Bank Partner,35.73,17.7,17.7,0.0,0.0,True,13925.79,975.0
MX-0136,2024-02-01,2024-04-01,F&B,Amman,Basic,Bank Partner,37.26,32.67,0.0,0.0,0.0,True,10433.12,935.0
MX-0478,2024-02-01,2024-08-01,Retail,Amman,Pro,Bank Partner,34.76,81.33,0.0,0.0,0.0,True,5963.93,722.0
MX-0310,2024-02-01,2024-06-01,F&B,Amman,Pro,Bank Partner,-20,135.53,0.0,0.0,0.0,True,11044.97,1026.0
MX-0123,2024-02-01,2024-04-01,F&B,Amman,Pro,Sales Agent,98.03,66.01,0.0,0.0,0.0,True,6505.5,904.0
MX-0425,2024-02-01,2024-09-01,F&B,Amman,Enterprise,Sales Agent,57.35,559.05,0.0,0.0,0.0,True,2737.77,1111.0
MX-0003,2024-02-01,2024-12-01,Retail,Amman,Pro,Bank Partner,37.66,113.75,0.0,0.0,0.0,True,6951.16,757.0
MX-0236,2024-02-01,2024-12-01,Retail,Ajloun,Basic,Online,43.73,61.85,0.0,0.0,0.0,True,8142.01,1000.0
MX-0396,2024-02-01,2024-11-01,Pharmacy,Amman,Pro,Sales Agent,60.75,75.96,0.0,0.0,0.0,True,5013.32,390.0
MX-0210,2024-02-01,2024-08-01,F&B,Irbid,Enterprise,Sales Agent,94.65,278.77,0.0,0.0,0.0,True,6188.9,873.0
MX-0080,2024-02-01,2024-06-01,F&B,Amman,Enterprise,Sales Agent,86.32,0.0,0.0,0.0,0.0,True,2376.82,824.0
MX-0051,2024-02-01,2024-11-01,Pharmacy,Zarqa,Pro,Online,38.33,103.66,0.0,0.0,0.0,True,3421.81,474.0
MX-0310,2024-02-01,2024-02-01,F&B,Amman,Pro,Bank Partner,23.63,79.88,79.88,0.0,0.0,True,7164.64,930.0
MX-0055,2024-02-01,2025-01-01,Retail,Ajloun,Enterprise,Bank Partner,36.25,653.3,0.0,0.0,0.0,True,6566.21,750.0
MX-0126,2024-02-01,2024-04-01,Retail,Amman,Pro,Sales Agent,80.08,63.07,0.0,0.0,0.0,True,2783.66,620.0
MX-0012,2024-02-01,2024-11-01,Pharmacy,Amman,Enterprise,Sales Agent,43.76,0.0,0.0,0.0,0.0,True,1043.4,140.0
MX-0036,2024-02-01,2024-03-01,Hospitality,Balqa,Pro,Bank Partner,23.74,0.0,0.0,0.0,51.34,False,0.0,0.0
MX-0172,2024-02-01,2024-05-01,F&B,Ajloun,Enterprise,Online,2279.0,0.0,0.0,0.0,256.64,False,0.0,0.0
MX-0404,2024-02-01,2024-04-01,Hospitality,Zarqa,Pro,Bank Partner,22.78,119.77,0.0,0.0,0.0,True,5896.18,421.0
MX-0180,2024-02-01,2024-06-01,F&B,Jerash,Basic,Sales Agent,70.76,28.91,0.0,0.0,0.0,True,2480.05,656.0
MX-0479,2024-02-01,2024-07-01,Pharmacy,Zarqa,Pro,Online,24.99,193.91,0.0,10.96,0.0,True,5467.48,503.0
MX-0469,2024-02-01,2024-02-01,F&B,Zarqa,Pro,Bank Partner,26.89,50.81,50.81,0.0,0.0,True,4696.04,834.0
MX-0101,2024-02-01,2024-12-01,F&B,Amman,Basic,Bank Partner,3788.0000000000005,108.16,0.0,12.67,0.0,True,11454.69,
MX-0062,2024-02-01,2024-05-01,F&B,Amman,Enterprise,Bank Partner,27.81,336.5,0.0,0.0,0.0,True,6064.03,934.0
MX-0416,2024-02-01,2024-07-01,Retail,Amman,Enterprise,Sales Agent,97.84,463.7,0.0,34.67,0.0,True,8614.78,826.0
MX-0203,2024-02-01,2024-09-01,F&B,Amman,Basic,Bank Partner,25.56,17.64,0.0,0.0,0.0,True,1998.19,796.0
MX-0182,2024-02-01,2024-03-01,F&B,Amman,Basic,Online,28.51,0.0,0.0,0.0,33.31,False,0.0,0.0
MX-0400,2024-02-01,2024-08-01,Hospitality,Amman,Pro,Sales Agent,78.21,180.11,0.0,0.0,0.0,True,3761.02,292.0
MX-0405,2024-02-01,2024-05-01,F&B,Amman,Pro,Sales Agent,80.63,51.21,0.0,0.0,0.0,True,7286.5,711.0
MX-0426,2024-02-01,2024-12-01,Retail,Amman,Enterprise,Bank Partner,37.5,497.36,0.0,0.0,0.0,True,5682.12,817.0
MX-0283,2024-02-01,2024-08-01,F&B,Amman,Pro,Sales Agent,68.35,115.73,0.0,0.0,0.0,True,6071.31,917.0
MX-0465,2024-02-01,2024-11-01,Pharmacy,Amman,Enterprise,Sales Agent,77.24,511.19,0.0,0.0,0.0,True,1039.54,105.0
MX-0286,2024-02-01,2024-06-01,F&B,Mafraq,Basic,Online,31.07,,0.0,0.0,0.0,True,4777.18,759.0
MX-0485,2024-02-01,2024-04-01,Retail,Irbid,Basic,Bank Partner,26.57,93.42,0.0,58.62,0.0,True,8726.92,635.0
MX-0453,2024-02-01,2025-01-01,Retail,Amman,Pro,Sales Agent,73.46,128.44,0.0,40.7,0.0,True,6169.44,782.0
MX-0496,2024-02-01,2024-05-01,F&B,Amman,Pro,Sales Agent,69.54,66.26,0.0,0.0,0.0,True,5517.06,787.0
MX-0220,2024-02-01,2024-06-01,Hospitality,Aqaba,Basic,Bank Partner,17.81,27.83,0.0,0.0,0.0,True,1681.32,364.0
MX-0110,2024-02-01,2024-02-01,F&B,Irbid,Basic,Sales Agent,99.01,20.54,20.54,0.0,0.0,True,3632.22,787.0
MX-0282,2024-02-01,2024-03-01,F&B,Zarqa,Pro,Online,34.47,109.42,0.0,5.86,0.0,True,7450.73,919.0
MX-0486,2024-02-01,2024-03-01,Pharmacy,Zarqa,Basic,Bank Partner,39.52,23.42,0.0,0.0,0.0,True,910.37,370.0
MX-0179,2024-02-01,2024-08-01,Pharmacy,Karak,Pro,Bank Partner,32.35,158.24,0.0,0.0,0.0,True,1489.25,327.0
MX-0278,2024-02-01,2025-01-01,Retail,Irbid,Enterprise,Bank Partner,27.66,259.64,0.0,0.0,0.0,True,4850.66,614.0
MX-0281,2024-02-01,2024-10-01,Hospitality,Zaqra,Pro,Bank Partner,21.36,55.76,0.0,0.0,0.0,True,613.99,204.0
MX-0018,2024-02-01,2024-03-01,Retail,Madaba,Pro,Online,50JOD,88.42,0.0,0.0,0.0,True,3898.01,537.0
MX-0104,2024-02-01,2024-04-01,Retail,Amman,Enterprise,Bank Partner,32.4,385.52,0.0,0.0,0.0,True,10330.93,700.0
MX-0405,2024-02-01,2024-06-01,F&B,Amman,Pro,Sales Agent,80.63,51.21,0.0,0.0,0.0,True,3015.27,765.0
MX-0078,2024-02-01,2024-09-01,F&B,Mafraq,Pro,Sales Agent,67.07,95.38,0.0,0.0,0.0,True,5163.9,837.0
MX-0168,2024-02-01,2024-03-01,F&B,Amman,Basic,Online,25.05,23.39,0.0,0.0,0.0,True,1956.5,876.0
MX-0278,2024-02-01,2024-08-01,Retail,Irbid,Enterprise,Bank Partner,27.66,259.64,0.0,0.0,0.0,True,9627.44,826.0
MX-0051,2024-02-01,2024-04-01,Pharmacy,Zarqa,Pro,Online,38.33,103.66,0.0,0.0,0.0,True,1747.25,490.0
MX-0091,2024-02-01,2024-08-01,F&B,Amman,Enterprise,Sales Agent,86.54,0.0,0.0,0.0,344.62,False,0.0,0.0
MX-0294,2024-02-01,2024-10-01,F&B,Irbid,Pro,Sales Agent,70.99,64.73,0.0,0.0,0.0,True,2770.64,1004.0
MX-0251,2024-02-01,2024-04-01,F&B,Amman,Pro,Sales Agent,45.63,80.89,0.0,0.0,0.0,True,5266.32,682.0
MX-0318,2024-02-01,2024-02-01,F&B,Amman,Pro,Sales Agent,63.67,104.67,104.67,0.0,0.0,True,8834.34,992.0
MX-0431,2024-02-01,2024/04/01,F&B,Amman,Basic,Sales Agent,76.18,33.0,0.0,0.0,0.0,True,4386.59,920.0
MX-0439,2024-02-01,2024-03-01,Retail,Amman,Basic,Sales Agent,72.48,39.75,0.0,0.0,0.0,True,3922.48,397.0
MX-0270,2024-02-01,2024/02/01,F&B,Madaba,Basic,Bank Partner,27.81,17.76,17.76,0.0,0.0,True,3803.19,780.0
MX-0034,2024-02-01,2024-02-01,Pharmacy,Zarqa,Basic,Bank Partner,39.3,20.11,20.11,0.0,0.0,True,402510.0,466.0
MX-0230,2024-02-01,2024-06-01,Retail,Amman,Basic,Sales Agent,58.0,27.87,0.0,0.0,0.0,True,3643.62,470.0
MX-0061,2024-02-01,2024-05-01,F&B,Irbid,Pro,Bank Partner,16.56,114.43,0.0,0.0,0.0,True,8684.71,1002.0
MX-0061,2024-02-01,2024-06-01,F&B,Irbid,Pro,Bank Partner,16.56,0.0,0.0,0.0,0.0,True,11955.64,800.0
MX-0312,2024-02-01,2025-01-01,F&B,Madaba,Pro,Sales Agent,92.45,164.77,0.0,0.0,0.0,True,12056.05,912.0
MX-0425,2024-02-01,2024-10-01,F&B,Amman,Enterprise,Sales Agent,57.35,559.05,0.0,0.0,0.0,True,4038.58,913.0
MX-0168,2024-02-01,2024/04/01,F&B,Amman,Basic,Online,25.05,66.67,0.0,43.28,0.0,True,11452.19,1040.0
MX-0324,2024-02-01,2024-09-01,F&B,Amman,Basic,Sales Agent,5856.0,34.91,0.0,0.0,0.0,True,9000.04,854.0
MX-0043,2024-02-01,2024-08-01,F&B,Amman,Basic,Sales Agent,71.4,83.92,0.0,0.0,0.0,True,11384.8,888.0
MX-0206,2024-02-01,2024-05-01,F&B,Ma'an,Pro,Bank Partner,37.95,171.26,0.0,0.0,0.0,True,2964.61,876.0
MX-0277,2024-02-01,2024-07-01,Hospitality,Amman,Basic,Sales Agent,84.62,25.01,0.0,0.0,0.0,True,1478.34,456.0
MX-0399,2024-02-01,2024-07-01,Hospitality,Amman,Pro,Bank Partner,31.15,162.37,0.0,0.0,0.0,True,2512.97,315.0
MX-0254,2024-02-01,2024-10-01,F&B,Amman,Basic,Bank Partner,35.73,93.59,0.0,0.0,0.0,True,1777.13,864.0
MX-0075,2024-02-01,2024-06-01,Retail,Jerash,Enterprise,Bank Partner,36.99,545.18,0.0,0.0,0.0,True,4040.05,688.0
MX-0185,2024-02-01,2024-09-01,F&B,Mafraq,Basic,Bank Partner,31.33,0.0,0.0,0.0,0.0,True,9499.58,673.0
MX-0440,2024-02-01,2024-10-01,F&B,Zarqa,Pro,Bank Partner,18.85,156.08,0.0,0.0,0.0,True,7522.24,913.0
MX-0468,2024-02-01,2024-06-01,Hospitality,Amman,Basic,Bank Partner,15.99,23.24,0.0,0.0,0.0,True,1421.49,319.0
MX-0186,2024-02-01,2024-11-01,Retail,Zarqa,Enterprise,Online,57.53,241.51,0.0,0.0,0.0,True,11285.17,786.0
MX-0016,2024-02-01,2024-09-01,F&B,Amman,Enterprise,Bank Partner,25.28,0.0,0.0,0.0,524.34,False,0.0,0.0
MX-0450,2024-02-01,2024-02-01,F&B,Zarqa,Pro,Bank Partner,23.56,0.0,117.65,0.0,0.0,True,4239.93,640.0
MX-0352,2024-02-01,2024-06-01,Hospitality,Aqaba,Pro,Online,56.53,82.38,0.0,0.0,0.0,True,2716.14,224.0
MX-0022,2024-02-01,2024-11-01,F&B,Amman,Basic,Online,42.41,19.64,0.0,0.0,0.0,True,3522.24,849.0
MX-0469,2024-02-01,2024-05-01,F&B,Zarqa,Pro,Bank Partner,50JOD,50.81,0.0,0.0,0.0,True,8650.53,717.0
MX-0113,2024-02-01,2024-02-01,Pharmacy,Irbid,Basic,Sales Agent,51.05,37.04,37.04,18.82,0.0,True,1533.09,132.0
MX-0111,2024-02-01,2024-03-01,F&B,Amman,Pro,Online,25.63,55.93,0.0,0.0,0.0,True,11093.28,911.0
MX-0056,2024-02-01,2024-03-01,Pharmacy, Amman ,Basic,Bank Partner,31.73,39.91,0.0,0.0,0.0,True,6650.24,495.0
MX-0403,2024-02-01,2024-10-01,Retail,Amman,Basic,Sales Agent,6458.0,90.68,0.0,0.0,0.0,True,752956.0,817.0
MX-0041,2024-02-01,2024-04-01,F&B,Karak,Basic,Sales Agent,91.04,28.93,0.0,0.0,0.0,True,8800.54,747.0
MX-0212,2024-02-01,2024-04-01,Retail,Zarqa,Basic,Bank Partner,35.12,60.75,0.0,37.55,0.0,True,7317.67,733.0
MX-0282,2024-02-01,2024-10-01,F&B,Zarqa,Pro,Online,34.47,109.42,0.0,0.0,0.0,True,4395.87,953.0
MX-0299,2024-02-01,2024-12-01,Retail,Irbid,Pro,Bank Partner,17.7,50.18,0.0,0.0,0.0,True,8335.64,672.0
MX-0166,2024-02-01,2024-08-01,Hospitality,Amman,Pro,Online,59.16,80.06,0.0,0.0,0.0,True,690.45,
MX-0219,2024-02-01,2024-10-01,Retail,Amman,Pro,Online,54.91,73.55,0.0,0.0,0.0,True,8395.54,612.0
MX-0045,2024-02-01,2024-03-01,F&B,Irbid,Pro,Online,54.41,70.26,0.0,0.0,0.0,True,12861.61,985.0
MX-0441,2024-02-01,2024-07-01,F&B,Amman,Enterprise,Bank Partner,28.84,256.01,0.0,0.0,0.0,True,14098.43,1023.0
MX-0433,2024-02-01,2024-08-01,Retail,amman,Basic,Sales Agent,99.04,39.24,0.0,0.0,0.0,True,8029.89,652.0
MX-0353,2024-02-01,2024-10-01,Retail,Amman,Basic,Online,44.5,21.83,0.0,0.0,0.0,True,6063.97,715.0
MX-0293,2024-02-01,2024-07-01,Hospitality,Zarqa,Pro,Sales Agent,52.42,54.49,0.0,0.0,0.0,True,75.67,36.0
MX-0246,2024-02-01,2024-09-01,Pharmacy,Ajloun,Pro,Sales Agent,71.29,96.24,0.0,0.0,0.0,True,82493.0,324.0
MX-0426,2024-02-01,2025-01-01,Retail,Amman,Enterprise,Bank Partner,37.5,,0.0,0.0,0.0,True,3415.66,590.0
MX-0090,2024-02-01,2024-03-01,Retail,Amman,Basic,Sales Agent,62.83,18.65,0.0,0.0,0.0,True,1314.16,592.0
MX-0157,2024-02-01,2024-09-01,Retail,Amman,Basic,Sales Agent,48.52,77.79,0.0,0.0,0.0,True,2056.54,799.0
MX-0318,2024-02-01,2024-11-01,F&B, Amman ,Pro,Sales Agent,6367.0,118.75,0.0,0.0,0.0,True,13214.5,1032.0
MX-0455,2024-02-01,2024-07-01,F&B,Amman,Basic,Online,43.22,38.36,0.0,0.0,0.0,True,14092.53,1060.0
MX-0431,2024-02-01,2024-02-01,F&B,Amman,Basic,Sales Agent,76.18,33.0,33.0,0.0,0.0,True,4268.68,704.0
MX-0059,2024-02-01,2024-06-01,F&B,Aqaba,Basic,Online,46.04,34.58,0.0,0.0,0.0,True,10082.92,766.0
MX-0171,2024-02-01,2024-11-01,Retail,Amman,Pro,Bank Partner,32.16,99.71,0.0,0.0,0.0,True,7158.99,766.0
MX-0147,2024-02-01,2024-04-01,Retail,Zarqa,Pro,Bank Partner,-20,144.03,0.0,46.56,0.0,True,7727.9,860.0
MX-0194,2024-02-01,2024-11-01,Retail,Amman,Pro,Bank Partner,29.01,0.0,0.0,0.0,109.56,False,0.0,0.0
MX-0053,2024-02-01,2024-12-01,Pharmacy,Zarqa,Enterprise,Online,26.63,630.46,0.0,0.0,0.0,True,2234.12,339.0
MX-0149,2024-02-01,2024/05/01,F&B,Aqaba,Pro,Sales Agent,69.65,0.0,0.0,0.0,93.73,False,0.0,0.0
MX-0044,2024-02-01,2025-01-01,Pharmacy,Irbid,Pro,Bank Partner,17.87,178.61,0.0,0.0,0.0,True,5396.54,407.0
MX-0176,2024-02-01,2024-04-01,F&B,Ma'an,Basic,Bank Partner,35.93,25.46,0.0,0.0,0.0,True,14881.31,998.0
MX-0035,2024-02-01,2024-02-01,Pharmacy,Aqaba,Basic,Bank Partner,30.21,26.23,26.23,0.0,0.0,True,1860.05,329.0
MX-0332,2024-02-01,2024-03-01,Hospitality,Amman,Pro,Sales Agent,43.57,103.85,0.0,0.0,0.0,True,6016.87,441.0
MX-0346,2024-02-01,2024-10-01,Retail,Amman,Basic,Bank Partner,31.71,36.47,0.0,0.0,0.0,True,9932.52,666.0
MX-0218,2024-02-01,2024-02-01,Retail,Karak,Pro,Sales Agent,56.89,80.95,80.95,0.0,0.0,True,6532.95,707.0
MX-0050,2024-02-01,2024-03-01,F&B,Aqaba,Basic,Sales Agent,44.9,27.45,0.0,0.0,0.0,True,7349.53,1090.0
MX-0343,2024-02-01,2024-04-01,F&B,Amman,Pro,Bank Partner,17.0,147.21,0.0,0.0,0.0,True,8208.14,782.0
MX-0423,2024-02-01,2024-06-01,F&B,Ajloun,Basic,Sales Agent,85.37,17.67,0.0,0.0,0.0,True,10264.13,918.0
MX-0174,2024-02-01,2024-05-01,F&B,Zarqa,Basic,Online,-20,72.44,0.0,0.0,0.0,True,12811.8,955.0
MX-0308,2024-02-01,2024-12-01,F&B,Mafraq,Pro,Bank Partner,30.43,77.11,0.0,0.0,0.0,True,6136.45,859.0
MX-0100,2024-02-01,2024-09-01,F&B,Amman,Basic,Online,35.84,18.18,0.0,0.0,0.0,True,3616.24,862.0
MX-0401,2024-02-01,2024-06-01,F&B,Amman,Basic,Sales Agent,60.44,34.46,0.0,0.0,0.0,True,17538.18,1294.0
MX-0456,2024-02-01,2024-02-01,Retail,Amman,Enterprise,Online,25.57,538.38,538.38,0.0,0.0,True,6831.77,632.0
MX-0012,2024-02-01,2024-10-01,Pharmacy,Amman,Enterprise,Sales Agent,43.76,392.36,0.0,0.0,0.0,True,2615.66,192.0
MX-0477,2024-02-01,2024-03-01,F&B,Zarqa,Pro,Bank Partner,18.27,93.18,0.0,0.0,0.0,True,11349.67,998.0
MX-0255,2024-02-01,2024-06-01,F&B,Amman,Pro,Online,55.16,76.03,0.0,0.0,0.0,True,10623.62,970.0
MX-0325,2024-02-01,2024-06-01,Pharmacy,Zarqa,Enterprise,Sales Agent,89.43,327.54,0.0,0.0,0.0,True,2044.75,139.0
MX-0194,2024-02-01,2024-02-01,Retail,Amman,Pro,Bank Partner,50JOD,57.04,57.04,0.0,0.0,True,6282.53,569.0
MX-0359,2024-02-01,2024-02-01,Pharmacy,Zarqa,Basic,Online,41.36,25.5,25.5,0.0,0.0,True,106831.0,139.0
MX-0101,2024-02-01,2024-08-01,F&B,Amman,Basic,Bank Partner,37.88,15.53,0.0,0.0,0.0,True,2969.7,854.0
MX-0206,2024-02-01,2024-09-01,F&B,Ma'an,Pro,Bank Partner,37.95,171.26,0.0,0.0,0.0,True,6180.26,965.0
MX-0012,2024-02-01,2024-02-01,Pharmacy,Amman,Enterprise,Sales Agent,43.76,392.36,392.36,0.0,0.0,True,1836.0,256.0
MX-0111,2024-02-01,2024-02-01,F&B,Amman,Pro,Online,25.63,55.93,55.93,0.0,0.0,True,12020.68,917.0
MX-0025,2024-02-01,2024-06-01,Retail,Madaba,Enterprise,Sales Agent,65.13,521.2,0.0,0.0,0.0,True,5063.91,917.0
MX-0278,2024-02-01,2024-09-01,Retail,Irbid,Enterprise,Bank Partner,27.66,259.64,0.0,0.0,0.0,True,8097.41,622.0
MX-0206,2024-02-01,2024-03-01,F&B,Ma'an,Pro,Bank Partner,37.95,102.37,0.0,0.0,0.0,True,2170.28,1023.0
MX-0093,2024-02-01,2024-11-01,Hospitality,Amman,Pro,Bank Partner,20.09,79.59,0.0,0.0,0.0,True,857.89,233.0
MX-0302,2024-02-01,2024-09-01,Retail,Amman,Enterprise,Sales Agent,74.32,402.58,0.0,0.0,0.0,True,8395.01,839.0
MX-0225,2024-02-01,2024-08-01,F&B,Zarqa,Basic,Sales Agent,40.74,21.97,0.0,0.0,0.0,True,12284.63,953.0
